replicate,chi2
135,0.010912488988791899
136,0.010912488988791899
137,0.010912488988791899
138,1.7780560345786192
139,0.010912488988791899
140,1.2645271409884127
141,1.7780560345786192
142,0.5168894870850245
143,0.010912488988791899
144,0.010912488988791899
145,0.26012504028992123
146,0.5168894870850245
147,0.26012504028992123
148,1.2645271409884127
149,1.7780560345786192
150,1.7780560345786192
151,0.26012504028992123
152,0.26012504028992123
153,0.5168894870850245
154,0.26012504028992123
155,0.5168894870850245
156,1.2645271409884127
157,1.2645271409884127
158,0.26012504028992123
159,3.024118791084266
160,0.5168894870850245
161,1.7780560345786192
162,0.5168894870850245
163,3.024118791084266
164,0.5168894870850245
165,0.5168894870850245
166,0.26012504028992123
167,3.024118791084266
168,0.010912488988791899
169,0.26012504028992123
170,0.26012504028992123
171,0.010912488988791899
172,1.7780560345786192
173,1.7780560345786192
174,0.26012504028992123
175,0.5168894870850245
176,0.5168894870850245
177,1.7780560345786192
178,0.26012504028992123
179,0.5168894870850245
180,0.5168894870850245
181,0.010912488988791899
182,0.010912488988791899
183,1.2645271409884127
184,1.2645271409884127
185,0.5168894870850245
186,0.26012504028992123
187,3.024118791084266
188,0.010912488988791899
189,1.7780560345786192
190,1.2645271409884127
191,3.024118791084266
192,0.26012504028992123
193,3.024118791084266
194,3.024118791084266
195,1.2645271409884127
196,1.2645271409884127
197,0.010912488988791899
198,0.010912488988791899
199,3.024118791084266
200,1.7780560345786192
201,0.010912488988791899
202,0.5168894870850245
203,0.5168894870850245
204,0.5168894870850245
205,0.010912488988791899
206,5.538899990577481
207,1.2645271409884127
208,3.024118791084266
209,0.010912488988791899
210,0.5168894870850245
211,1.7780560345786192
212,0.010912488988791899
213,0.010912488988791899
214,3.794412131469576
215,0.010912488988791899
216,0.5168894870850245
217,0.010912488988791899
218,0.5168894870850245
219,0.010912488988791899
220,0.010912488988791899
221,1.2645271409884127
222,0.010912488988791899
223,1.2645271409884127
224,1.7780560345786192
225,0.010912488988791899
226,1.7780560345786192
227,6.565957777757895
228,0.010912488988791899
229,3.024118791084266
230,3.024118791084266
231,0.26012504028992123
232,0.010912488988791899
233,0.010912488988791899
234,0.26012504028992123
235,1.2645271409884127
236,1.2645271409884127
237,0.26012504028992123
238,0.26012504028992123
239,0.010912488988791899
240,3.024118791084266
241,0.5168894870850245
242,0.5168894870850245
243,0.5168894870850245
244,0.010912488988791899
245,1.2645271409884127
246,0.26012504028992123
247,0.26012504028992123
248,0.010912488988791899
249,0.010912488988791899
250,0.5168894870850245
251,0.5168894870850245
252,1.7780560345786192
253,0.010912488988791899
254,0.010912488988791899
255,0.010912488988791899
256,0.010912488988791899
257,0.5168894870850245
258,0.5168894870850245
259,0.5168894870850245
260,3.024118791084266
261,0.26012504028992123
262,0.26012504028992123
263,0.010912488988791899
264,1.2645271409884127
265,0.010912488988791899
266,0.26012504028992123
267,0.010912488988791899
268,0.5168894870850245
269,0.010912488988791899
270,0.26012504028992123
271,0.5168894870850245
272,0.26012504028992123
273,1.2645271409884127
274,3.024118791084266
275,0.5168894870850245
276,0.5168894870850245
277,0.26012504028992123
278,0.010912488988791899
279,0.5168894870850245
280,0.26012504028992123
281,1.2645271409884127
282,1.7780560345786192
283,1.7780560345786192
284,0.010912488988791899
285,0.26012504028992123
286,0.5168894870850245
287,1.7780560345786192
288,1.2645271409884127
289,3.794412131469576
290,3.024118791084266
291,0.5168894870850245
292,1.2645271409884127
293,0.26012504028992123
294,0.5168894870850245
295,1.7780560345786192
296,3.794412131469576
297,0.26012504028992123
298,0.26012504028992123
299,0.010912488988791899
300,0.010912488988791899
301,3.024118791084266
302,1.7780560345786192
303,0.5168894870850245
304,0.010912488988791899
305,1.7780560345786192
306,0.010912488988791899
307,0.26012504028992123
308,0.010912488988791899
309,0.010912488988791899
310,0.26012504028992123
311,0.010912488988791899
312,0.26012504028992123
313,0.010912488988791899
314,0.26012504028992123
315,3.024118791084266
316,1.2645271409884127
317,0.26012504028992123
318,0.010912488988791899
319,1.2645271409884127
320,1.2645271409884127
321,0.26012504028992123
322,1.7780560345786192
323,1.2645271409884127
324,0.010912488988791899
325,1.2645271409884127
326,0.5168894870850245
327,0.010912488988791899
328,0.010912488988791899
329,0.26012504028992123
330,0.26012504028992123
331,0.5168894870850245
332,0.5168894870850245
333,0.26012504028992123
334,1.2645271409884127
335,0.26012504028992123
336,0.26012504028992123
337,0.010912488988791899
338,0.5168894870850245
339,0.010912488988791899
340,0.010912488988791899
341,0.26012504028992123
342,0.5168894870850245
343,0.26012504028992123
344,1.7780560345786192
345,0.5168894870850245
346,0.26012504028992123
347,0.26012504028992123
348,1.7780560345786192
349,0.010912488988791899
350,0.5168894870850245
351,0.010912488988791899
352,0.26012504028992123
353,0.5168894870850245
354,0.26012504028992123
355,1.2645271409884127
356,0.5168894870850245
357,0.010912488988791899
358,0.26012504028992123
359,1.2645271409884127
360,0.010912488988791899
361,0.26012504028992123
362,3.794412131469576
363,1.2645271409884127
364,1.7780560345786192
365,0.010912488988791899
366,0.010912488988791899
367,0.010912488988791899
368,1.7780560345786192
369,0.26012504028992123
370,0.010912488988791899
371,0.5168894870850245
372,0.5168894870850245
373,1.2645271409884127
374,0.5168894870850245
375,0.26012504028992123
376,0.26012504028992123
377,0.5168894870850245
378,0.26012504028992123
379,0.010912488988791899
380,0.26012504028992123
381,0.26012504028992123
382,0.5168894870850245
383,0.5168894870850245
384,1.2645271409884127
385,1.2645271409884127
386,0.010912488988791899
387,3.794412131469576
388,0.5168894870850245
389,0.010912488988791899
390,1.7780560345786192
391,1.2645271409884127
392,1.7780560345786192
393,0.26012504028992123
394,1.7780560345786192
395,0.5168894870850245
396,3.794412131469576
397,0.26012504028992123
398,0.26012504028992123
399,1.7780560345786192
400,0.26012504028992123
401,0.010912488988791899
402,1.7780560345786192
403,0.5168894870850245
404,0.010912488988791899
405,1.7780560345786192
406,3.024118791084266
407,0.010912488988791899
408,3.024118791084266
409,3.024118791084266
410,0.26012504028992123
411,1.2645271409884127
412,1.2645271409884127
413,5.538899990577481
414,0.010912488988791899
415,3.024118791084266
416,5.538899990577481
417,1.2645271409884127
418,0.26012504028992123
419,0.010912488988791899
420,1.2645271409884127
421,1.7780560345786192
422,0.010912488988791899
423,3.794412131469576
424,0.010912488988791899
425,3.794412131469576
426,1.2645271409884127
427,0.26012504028992123
428,0.010912488988791899
429,0.5168894870850245
430,0.26012504028992123
431,3.024118791084266
432,1.7780560345786192
433,0.010912488988791899
434,0.26012504028992123
435,0.26012504028992123
436,0.5168894870850245
437,0.010912488988791899
438,1.7780560345786192
439,5.538899990577481
440,0.26012504028992123
441,0.5168894870850245
442,3.794412131469576
443,1.7780560345786192
444,0.26012504028992123
445,0.010912488988791899
446,0.010912488988791899
447,0.26012504028992123
448,1.7780560345786192
449,1.2645271409884127
450,1.7780560345786192
451,1.2645271409884127
452,0.26012504028992123
453,1.2645271409884127
454,0.26012504028992123
455,0.010912488988791899
456,0.010912488988791899
457,0.010912488988791899
458,0.26012504028992123
459,1.7780560345786192
460,0.26012504028992123
461,0.5168894870850245
462,0.26012504028992123
463,0.010912488988791899
464,0.010912488988791899
465,0.26012504028992123
466,0.26012504028992123
467,1.7780560345786192
468,0.5168894870850245
469,0.5168894870850245
470,0.5168894870850245
471,0.5168894870850245
472,0.5168894870850245
473,0.26012504028992123
474,0.010912488988791899
475,0.5168894870850245
476,0.26012504028992123
477,0.26012504028992123
478,3.024118791084266
479,1.7780560345786192
480,3.024118791084266
481,0.26012504028992123
482,0.010912488988791899
483,3.024118791084266
484,1.7780560345786192
485,0.26012504028992123
486,0.26012504028992123
487,0.5168894870850245
488,3.024118791084266
489,1.7780560345786192
490,1.2645271409884127
491,0.26012504028992123
492,0.26012504028992123
493,0.5168894870850245
494,0.26012504028992123
495,0.010912488988791899
496,1.7780560345786192
497,0.5168894870850245
498,6.565957777757895
499,1.2645271409884127
500,0.26012504028992123
501,1.2645271409884127
502,3.794412131469576
503,0.5168894870850245
504,1.2645271409884127
505,0.26012504028992123
506,0.010912488988791899
507,0.26012504028992123
508,0.010912488988791899
509,0.26012504028992123
510,0.26012504028992123
511,0.010912488988791899
512,0.010912488988791899
513,0.26012504028992123
514,3.794412131469576
515,3.794412131469576
516,0.26012504028992123
517,0.010912488988791899
518,1.7780560345786192
519,1.7780560345786192
520,0.010912488988791899
521,0.26012504028992123
522,0.010912488988791899
523,1.2645271409884127
524,0.010912488988791899
525,1.7780560345786192
526,0.26012504028992123
527,0.010912488988791899
528,1.7780560345786192
529,0.26012504028992123
530,0.5168894870850245
531,0.26012504028992123
532,3.024118791084266
533,1.7780560345786192
534,1.2645271409884127
535,0.26012504028992123
536,0.5168894870850245
537,1.2645271409884127
538,0.26012504028992123
539,1.7780560345786192
540,0.010912488988791899
541,0.5168894870850245
542,3.024118791084266
543,0.26012504028992123
544,3.794412131469576
545,0.26012504028992123
546,3.794412131469576
547,0.010912488988791899
548,0.26012504028992123
549,7.004031037755998
550,0.010912488988791899
551,0.010912488988791899
552,0.26012504028992123
553,0.26012504028992123
554,0.010912488988791899
555,0.5168894870850245
556,0.010912488988791899
557,5.538899990577481
558,0.5168894870850245
559,0.010912488988791899
560,0.26012504028992123
561,0.26012504028992123
562,1.7780560345786192
563,0.010912488988791899
564,0.010912488988791899
565,0.5168894870850245
566,1.2645271409884127
567,0.26012504028992123
568,0.26012504028992123
569,1.7780560345786192
570,0.010912488988791899
571,3.794412131469576
572,1.7780560345786192
573,0.26012504028992123
574,0.010912488988791899
575,0.5168894870850245
576,0.010912488988791899
577,1.2645271409884127
578,0.010912488988791899
579,0.26012504028992123
580,0.5168894870850245
581,0.5168894870850245
582,6.565957777757895
583,0.010912488988791899
584,0.5168894870850245
585,0.26012504028992123
586,0.26012504028992123
587,1.7780560345786192
588,0.26012504028992123
589,0.26012504028992123
590,0.5168894870850245
591,3.024118791084266
592,3.794412131469576
593,0.010912488988791899
594,0.26012504028992123
595,3.794412131469576
596,0.010912488988791899
597,0.26012504028992123
598,0.010912488988791899
599,0.5168894870850245
600,1.7780560345786192
601,3.024118791084266
602,1.2645271409884127
603,0.5168894870850245
604,1.2645271409884127
605,0.5168894870850245
606,0.26012504028992123
607,0.26012504028992123
608,0.5168894870850245
609,1.7780560345786192
610,1.2645271409884127
611,0.26012504028992123
612,0.010912488988791899
613,0.010912488988791899
614,5.538899990577481
615,5.538899990577481
616,0.26012504028992123
617,0.5168894870850245
618,0.5168894870850245
619,0.26012504028992123
620,3.794412131469576
621,0.010912488988791899
622,0.5168894870850245
623,0.26012504028992123
624,0.5168894870850245
625,0.26012504028992123
626,0.5168894870850245
627,3.024118791084266
628,0.010912488988791899
629,0.010912488988791899
630,0.5168894870850245
631,0.010912488988791899
632,0.010912488988791899
633,0.26012504028992123
634,1.7780560345786192
635,1.7780560345786192
636,1.2645271409884127
637,0.5168894870850245
638,0.010912488988791899
639,1.2645271409884127
640,1.2645271409884127
641,1.2645271409884127
642,0.010912488988791899
643,1.2645271409884127
644,0.5168894870850245
645,3.794412131469576
646,0.26012504028992123
647,0.010912488988791899
648,0.5168894870850245
649,0.010912488988791899
650,0.010912488988791899
651,5.538899990577481
652,5.538899990577481
653,1.7780560345786192
654,0.26012504028992123
655,0.010912488988791899
656,0.26012504028992123
657,0.26012504028992123
658,0.26012504028992123
659,3.024118791084266
660,1.2645271409884127
661,0.26012504028992123
662,3.024118791084266
663,0.26012504028992123
664,3.794412131469576
665,1.2645271409884127
666,0.26012504028992123
667,1.7780560345786192
668,1.7780560345786192
669,1.7780560345786192
670,1.7780560345786192
671,8.808870739468059
672,3.024118791084266
673,0.010912488988791899
674,0.010912488988791899
675,1.2645271409884127
676,1.2645271409884127
677,1.2645271409884127
678,1.7780560345786192
679,1.2645271409884127
680,0.010912488988791899
681,3.794412131469576
682,0.5168894870850245
683,0.5168894870850245
684,0.010912488988791899
685,0.010912488988791899
686,0.5168894870850245
687,0.26012504028992123
688,1.7780560345786192
689,0.010912488988791899
690,0.26012504028992123
691,0.010912488988791899
692,0.5168894870850245
693,0.010912488988791899
694,0.5168894870850245
695,0.5168894870850245
696,3.794412131469576
697,0.5168894870850245
698,0.010912488988791899
699,1.7780560345786192
700,0.010912488988791899
701,0.5168894870850245
702,0.010912488988791899
703,0.010912488988791899
704,1.7780560345786192
705,3.024118791084266
706,0.26012504028992123
707,1.2645271409884127
708,1.2645271409884127
709,1.2645271409884127
710,0.010912488988791899
711,0.010912488988791899
712,0.5168894870850245
713,0.010912488988791899
714,0.5168894870850245
715,0.26012504028992123
716,0.5168894870850245
717,0.5168894870850245
718,0.26012504028992123
719,0.010912488988791899
720,0.5168894870850245
721,0.010912488988791899
722,1.2645271409884127
723,0.26012504028992123
724,0.5168894870850245
725,0.010912488988791899
726,0.5168894870850245
727,1.7780560345786192
728,6.565957777757895
729,0.010912488988791899
730,0.5168894870850245
731,1.2645271409884127
732,0.010912488988791899
733,1.2645271409884127
734,0.26012504028992123
735,0.010912488988791899
736,8.808870739468059
737,0.010912488988791899
738,0.5168894870850245
739,3.024118791084266
740,1.7780560345786192
741,1.2645271409884127
742,0.26012504028992123
743,0.010912488988791899
744,0.5168894870850245
745,0.26012504028992123
746,0.010912488988791899
747,1.2645271409884127
748,0.5168894870850245
749,0.5168894870850245
750,5.538899990577481
751,0.5168894870850245
752,0.010912488988791899
753,1.7780560345786192
754,1.2645271409884127
755,0.5168894870850245
756,1.2645271409884127
757,0.010912488988791899
758,0.010912488988791899
759,0.26012504028992123
760,5.538899990577481
761,0.26012504028992123
762,0.26012504028992123
763,0.26012504028992123
764,1.2645271409884127
765,1.2645271409884127
766,0.5168894870850245
767,0.26012504028992123
768,3.024118791084266
769,1.2645271409884127
770,1.2645271409884127
771,0.010912488988791899
772,0.5168894870850245
773,0.26012504028992123
774,0.010912488988791899
775,0.010912488988791899
776,1.2645271409884127
777,1.2645271409884127
778,0.26012504028992123
779,3.024118791084266
780,0.26012504028992123
781,1.7780560345786192
782,0.010912488988791899
783,0.5168894870850245
784,0.010912488988791899
785,0.26012504028992123
786,0.010912488988791899
787,1.2645271409884127
788,0.010912488988791899
789,0.5168894870850245
790,0.5168894870850245
791,0.5168894870850245
792,0.26012504028992123
793,0.26012504028992123
794,0.26012504028992123
795,0.5168894870850245
796,1.7780560345786192
797,0.26012504028992123
798,0.5168894870850245
799,0.26012504028992123
800,1.7780560345786192
801,0.26012504028992123
802,0.5168894870850245
803,1.2645271409884127
804,3.794412131469576
805,0.010912488988791899
806,0.010912488988791899
807,1.2645271409884127
808,1.2645271409884127
809,1.7780560345786192
810,0.010912488988791899
811,0.26012504028992123
812,0.5168894870850245
813,0.010912488988791899
814,0.010912488988791899
815,0.5168894870850245
816,0.26012504028992123
817,3.794412131469576
818,1.2645271409884127
819,0.26012504028992123
820,0.5168894870850245
821,0.010912488988791899
822,0.010912488988791899
823,0.26012504028992123
824,0.5168894870850245
825,0.26012504028992123
826,0.010912488988791899
827,1.7780560345786192
828,1.2645271409884127
829,3.024118791084266
830,1.2645271409884127
831,0.010912488988791899
832,0.010912488988791899
833,6.565957777757895
834,0.010912488988791899
835,3.794412131469576
836,3.024118791084266
837,0.5168894870850245
838,0.010912488988791899
839,0.010912488988791899
840,0.5168894870850245
841,3.024118791084266
842,1.7780560345786192
843,0.5168894870850245
844,0.26012504028992123
845,0.010912488988791899
846,0.5168894870850245
847,0.26012504028992123
848,0.010912488988791899
849,3.024118791084266
850,1.7780560345786192
851,0.5168894870850245
852,0.5168894870850245
853,1.2645271409884127
854,3.024118791084266
855,0.010912488988791899
856,1.2645271409884127
857,0.010912488988791899
858,0.5168894870850245
859,0.5168894870850245
860,1.2645271409884127
861,0.010912488988791899
862,1.7780560345786192
863,5.538899990577481
864,0.5168894870850245
865,0.26012504028992123
866,0.010912488988791899
867,0.26012504028992123
868,6.565957777757895
869,0.5168894870850245
870,3.794412131469576
871,1.7780560345786192
872,0.5168894870850245
873,1.7780560345786192
874,1.7780560345786192
875,0.26012504028992123
876,0.010912488988791899
877,1.2645271409884127
878,3.024118791084266
879,3.794412131469576
880,0.26012504028992123
881,1.2645271409884127
882,3.024118791084266
883,1.7780560345786192
884,0.010912488988791899
885,0.5168894870850245
886,1.2645271409884127
887,0.5168894870850245
888,0.5168894870850245
889,1.2645271409884127
890,0.26012504028992123
891,1.2645271409884127
892,1.2645271409884127
893,3.794412131469576
894,3.794412131469576
895,0.010912488988791899
896,0.26012504028992123
897,0.010912488988791899
898,1.2645271409884127
899,0.26012504028992123
900,0.010912488988791899
901,1.7780560345786192
902,1.2645271409884127
903,0.010912488988791899
904,1.7780560345786192
905,0.5168894870850245
906,0.5168894870850245
907,0.010912488988791899
908,0.26012504028992123
909,1.2645271409884127
910,5.538899990577481
911,0.010912488988791899
912,0.26012504028992123
913,1.2645271409884127
914,3.024118791084266
915,0.26012504028992123
916,3.794412131469576
917,1.2645271409884127
918,1.2645271409884127
919,1.2645271409884127
920,0.010912488988791899
921,0.010912488988791899
922,0.010912488988791899
923,0.010912488988791899
924,0.5168894870850245
925,0.26012504028992123
926,3.794412131469576
927,0.010912488988791899
928,0.26012504028992123
929,1.2645271409884127
930,0.5168894870850245
931,1.2645271409884127
932,0.26012504028992123
933,0.26012504028992123
934,1.2645271409884127
935,0.26012504028992123
936,1.7780560345786192
937,0.26012504028992123
938,1.7780560345786192
939,0.5168894870850245
940,0.26012504028992123
941,1.7780560345786192
942,0.26012504028992123
943,3.024118791084266
944,0.26012504028992123
945,0.26012504028992123
946,1.7780560345786192
947,0.010912488988791899
948,1.7780560345786192
949,0.26012504028992123
950,0.010912488988791899
951,0.5168894870850245
952,0.5168894870850245
953,0.5168894870850245
954,0.5168894870850245
955,0.010912488988791899
956,1.7780560345786192
957,3.794412131469576
958,0.26012504028992123
959,1.2645271409884127
960,1.2645271409884127
961,1.7780560345786192
962,0.010912488988791899
963,1.7780560345786192
964,0.5168894870850245
965,0.5168894870850245
966,0.5168894870850245
967,0.26012504028992123
968,1.2645271409884127
969,1.7780560345786192
970,0.26012504028992123
971,0.5168894870850245
972,0.5168894870850245
973,0.26012504028992123
974,0.26012504028992123
975,1.2645271409884127
976,1.7780560345786192
977,0.5168894870850245
978,1.2645271409884127
979,0.010912488988791899
980,0.5168894870850245
981,0.26012504028992123
982,0.010912488988791899
983,0.26012504028992123
984,0.26012504028992123
985,0.010912488988791899
986,0.010912488988791899
987,1.7780560345786192
988,0.5168894870850245
989,0.5168894870850245
990,0.5168894870850245
991,3.024118791084266
992,0.010912488988791899
993,0.010912488988791899
994,0.010912488988791899
995,6.565957777757895
996,0.010912488988791899
997,0.26012504028992123
998,3.024118791084266
999,0.5168894870850245
1000,3.024118791084266
1001,3.024118791084266
1002,1.2645271409884127
1003,0.5168894870850245
1004,1.2645271409884127
1005,0.010912488988791899
1006,3.794412131469576
1007,1.7780560345786192
1008,0.5168894870850245
1009,0.26012504028992123
1010,0.26012504028992123
1011,1.2645271409884127
1012,0.5168894870850245
1013,1.2645271409884127
1014,3.024118791084266
1015,0.010912488988791899
1016,0.010912488988791899
1017,1.2645271409884127
1018,0.010912488988791899
1019,0.26012504028992123
1020,0.26012504028992123
1021,1.2645271409884127
1022,0.010912488988791899
1023,0.26012504028992123
1024,0.010912488988791899
1025,0.5168894870850245
1026,0.010912488988791899
1027,0.26012504028992123
1028,0.010912488988791899
1029,0.5168894870850245
1030,1.7780560345786192
1031,0.010912488988791899
1032,0.26012504028992123
1033,0.5168894870850245
1034,0.010912488988791899
1035,1.2645271409884127
1036,0.26012504028992123
1037,1.2645271409884127
1038,0.26012504028992123
1039,0.26012504028992123
1040,0.26012504028992123
1041,0.26012504028992123
1042,0.010912488988791899
1043,8.808870739468059
1044,0.26012504028992123
1045,0.5168894870850245
1046,0.26012504028992123
1047,0.26012504028992123
1048,0.26012504028992123
1049,0.010912488988791899
1050,1.2645271409884127
1051,3.024118791084266
1052,0.26012504028992123
1053,0.26012504028992123
1054,0.010912488988791899
1055,0.010912488988791899
1056,0.010912488988791899
1057,0.010912488988791899
1058,0.010912488988791899
1059,0.5168894870850245
1060,0.010912488988791899
1061,0.010912488988791899
1062,0.010912488988791899
1063,3.794412131469576
1064,3.794412131469576
1065,0.5168894870850245
1066,1.2645271409884127
1067,3.024118791084266
1068,0.010912488988791899
1069,0.5168894870850245
1070,3.024118791084266
1071,0.26012504028992123
1072,0.010912488988791899
1073,0.5168894870850245
1074,1.2645271409884127
1075,1.2645271409884127
1076,1.7780560345786192
1077,0.5168894870850245
1078,3.024118791084266
1079,0.26012504028992123
1080,1.2645271409884127
1081,1.2645271409884127
1082,3.024118791084266
1083,1.7780560345786192
1084,0.010912488988791899
1085,0.010912488988791899
1086,0.5168894870850245
1087,1.2645271409884127
1088,0.010912488988791899
1089,0.010912488988791899
1090,0.26012504028992123
1091,1.2645271409884127
1092,3.794412131469576
1093,0.010912488988791899
1094,0.5168894870850245
1095,0.26012504028992123
1096,0.26012504028992123
1097,0.010912488988791899
1098,0.26012504028992123
1099,0.26012504028992123
1100,0.5168894870850245
1101,1.7780560345786192
1102,0.5168894870850245
1103,0.26012504028992123
1104,0.010912488988791899
1105,1.7780560345786192
1106,0.5168894870850245
1107,0.010912488988791899
1108,3.024118791084266
1109,1.7780560345786192
1110,1.2645271409884127
1111,0.26012504028992123
1112,1.2645271409884127
1113,6.565957777757895
1114,0.5168894870850245
1115,0.26012504028992123
1116,0.26012504028992123
1117,1.2645271409884127
1118,0.5168894870850245
1119,0.5168894870850245
1120,1.2645271409884127
1121,1.2645271409884127
1122,1.7780560345786192
1123,0.010912488988791899
1124,0.26012504028992123
1125,0.5168894870850245
1126,0.010912488988791899
1127,0.26012504028992123
1128,0.010912488988791899
1129,1.2645271409884127
1130,0.5168894870850245
1131,0.010912488988791899
1132,0.26012504028992123
1133,1.7780560345786192
1134,0.010912488988791899
1135,1.2645271409884127
1136,6.565957777757895
1137,0.26012504028992123
1138,0.26012504028992123
1139,0.010912488988791899
1140,3.024118791084266
1141,3.794412131469576
1142,0.26012504028992123
1143,0.010912488988791899
1144,0.26012504028992123
1145,1.2645271409884127
1146,0.5168894870850245
1147,0.010912488988791899
1148,0.5168894870850245
1149,0.5168894870850245
1150,0.5168894870850245
1151,0.26012504028992123
1152,0.5168894870850245
1153,1.7780560345786192
1154,1.2645271409884127
1155,0.010912488988791899
1156,0.010912488988791899
1157,3.024118791084266
1158,1.2645271409884127
1159,0.26012504028992123
1160,0.010912488988791899
1161,1.2645271409884127
1162,0.010912488988791899
1163,0.26012504028992123
1164,0.26012504028992123
1165,0.5168894870850245
1166,1.2645271409884127
1167,10.092692973443576
1168,0.26012504028992123
1169,3.024118791084266
1170,0.5168894870850245
1171,0.26012504028992123
1172,0.5168894870850245
1173,3.794412131469576
1174,3.024118791084266
1175,3.024118791084266
1176,0.26012504028992123
1177,0.010912488988791899
1178,0.010912488988791899
1179,0.010912488988791899
1180,0.26012504028992123
1181,1.2645271409884127
1182,3.024118791084266
1183,1.7780560345786192
1184,0.26012504028992123
1185,1.2645271409884127
1186,1.2645271409884127
1187,1.2645271409884127
1188,3.024118791084266
1189,0.5168894870850245
1190,6.565957777757895
1191,0.010912488988791899
1192,1.7780560345786192
1193,0.5168894870850245
1194,3.794412131469576
1195,1.7780560345786192
1196,1.2645271409884127
1197,1.2645271409884127
1198,1.7780560345786192
1199,3.794412131469576
1200,1.7780560345786192
1201,0.5168894870850245
1202,0.26012504028992123
1203,0.010912488988791899
1204,3.794412131469576
1205,0.26012504028992123
1206,1.7780560345786192
1207,0.010912488988791899
1208,0.5168894870850245
1209,1.7780560345786192
1210,3.024118791084266
1211,0.010912488988791899
1212,3.024118791084266
1213,0.26012504028992123
1214,1.7780560345786192
1215,0.5168894870850245
1216,0.26012504028992123
1217,1.2645271409884127
1218,0.010912488988791899
1219,0.010912488988791899
1220,0.26012504028992123
1221,0.5168894870850245
1222,0.5168894870850245
1223,1.7780560345786192
1224,0.010912488988791899
1225,3.794412131469576
1226,0.26012504028992123
1227,0.5168894870850245
1228,0.26012504028992123
1229,0.26012504028992123
1230,0.5168894870850245
1231,3.024118791084266
1232,1.7780560345786192
1233,3.794412131469576
1234,1.2645271409884127
1235,0.26012504028992123
1236,3.794412131469576
1237,0.26012504028992123
1238,0.26012504028992123
1239,0.010912488988791899
1240,0.010912488988791899
1241,0.010912488988791899
1242,1.2645271409884127
1243,0.5168894870850245
1244,0.5168894870850245
1245,0.26012504028992123
1246,0.26012504028992123
1247,1.7780560345786192
1248,3.024118791084266
1249,0.010912488988791899
1250,0.26012504028992123
1251,1.2645271409884127
1252,0.5168894870850245
1253,0.5168894870850245
1254,0.5168894870850245
1255,0.26012504028992123
1256,0.5168894870850245
1257,1.2645271409884127
1258,1.7780560345786192
1259,0.5168894870850245
1260,0.26012504028992123
1261,0.26012504028992123
